@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
1.0,'Purim\'s Dancer runs in the 7th @santaanitapark today. The local goat must be wishing her good luck http://t.co/xnzn11Md'
-1.0,'If they play New Born tomorrow instead of SS I will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel'
1.0,'@trisigma last Thursday the Alpha Chi chapter initiated 37 beautiful young ladies after we had just celebrated 70 years at Murray State!!'
-1.0,'So Aston Villa have a \"must win\" game against Norwich City tomorrow lunchtime.\n\nMUST WIN - how the mighty have fallen.'
1.0,'@HIBanffHostel @mtnorquay would love to! flying out to Van on the 14th and working in Whistler! Will defo head over to Banff tho!! #Canada'
1.0,'Just cus it\'s Friday here are 62 reasons why Bill Murray is awesome http://t.co/e78cx5hQ'
-1.0,'I just cried over a dead badger named Shreddie on Animal Planet. Another tough Friday night.'
1.0,'The #LAKings hve been so good on #NHL13 that the real team might disappoint me. Jeff carter has 43 goals thru January. #IsThatPossible'
1.0,'Monday at Town Ballroom: RICHIE HAWTIN with LOCO DICE.  Dude is so awesome.  Tix still avail at http://t.co/jPC3vf3T  http://t.co/HvKJ6hqt'
1.0,'So excited for these upcoming shows! Its time to get HALLOWEIRD! \n\n10/27(TOMORROW NIGHT) @ the Fox Theatre w/... http://t.co/idWbDyLf'
1.0,'hey @kcrw members, did you miss your shot at Leonard Cohen tix this morning on @mbeKCRW? @anne_litt will have more for you on Sunday!'
1.0,'@923NowFM @jenniferhudson just saw jennifer Hudson on 26th street she looks great!! Super skinny'
1.0,'Best of luck to @IndianaStateVB at Illinois State tonight!  Domination of the 2nd half of the MVC season starts tonight! #rolltimber'
1.0,'Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?!'
1.0,'@KuroiDaiyamondo I recognized Bomi cause she\'s my 2nd fav... &lt;3 btw, if I\'ll ever marry Hoya, i\'ll buy him a YoonJae dog... *.*'
1.0,'The comedians from Chelsea Lately will be at the Fox Theatre tomorrow! I\'m so excited!'
1.0,'@catherinem0601 yes but we have lots of fun planned for Sat. James Martin will be on top form with Saturday Kitchen plus a big surprise TBA!'
1.0,'Glad its Friday, but I wanna go to the NCS game... no fun when there isn\'t anything to do..'
1.0,'cant wait for the match tomorrow, bring on the barnet and bring on edgar davids!'
1.0,'I still remember those days when Demi was tweeting lyrics from Unbroken and now she\'s tweeting lyrics from her 4th album! Im so excited! &lt;3'
1.0,'Yes, it is us: \" Black Triangle Sighting in Olmsted Falls, Ohio on October 12th 2012 - Triangular sape... http://t.co/p7dDl5yp \" #aliens'
-1.0,'By botching case against Lieberman, Israel\'s AG may have made way for his union with Netanyahu   http://t.co/clCKpDsH'
-1.0,'If you call me \'Good Girl\' one more time you may find my scolding hot coffee heading towards your crotchal region.'
1.0,'@joetheskeleton I\'d go with my first time for Evanescence but the 2nd was amazing, Nightwish was gorgeous, same for GaGa, so difficult ^^\''
-1.0,'@StevieY1 It is predicted that the Winter Classic and the All-Star game will be cancelled this upcoming Monday .. FUCK !!! #EndTheLockout'
-1.0,'I was going to move to Siberia last Wednesday.Now I don\'t have to.Siberia has moved here.It\'s bloody freezing. #heatingtime.'
1.0,'I wish I was out MD I wanna bear on Negros shit is fun , going out Sunday to Ross snighter Sunday Finna pop off on TWL'
1.0,'Oh yay! My mom just told me that my Grammy is coming tomorrow!!!! Woot woot! #loveher'
1.0,'@MittRomney may have Meat Loaf and Ted Nugent, but @EdShow is rolling with @PearlJam tonight!  \'Nuff said!  #stateofloveandtrust #edshow'
1.0,'Going to make some food and watch Act of Valor. Spending my Friday night relaxing.'
1.0,'Thanks to EK, car now smells DELISH!! If you bottled this, it\'d be called Saturday Night Dorm Bathroom; its spokesman would be John Belushi.'
-1.0,'this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh, 21st birthday shit'
1.0,'4 days until VintageNOW. We want to raise a bundle for the Safe House for Women. Support us by attending 0ct 30th.  http://t.co/oMptA9pe'
1.0,'Safe and sound at #FLIBS We\'ll be all over the docks tomorrow!'
1.0,'This may be the happiest day of my life I\'m so proud of my NCS football brother you did something I never had a chance to do'
-1.0,'Jonathan Clary\'s blocked punt sets up Mike Longo\'s 3-yard TD run and Laguna Hills cuts Dana Hills lead to 20-17 with 9:38 left in 3rd'
1.0,'@limmengkeong hahaha.... Rest assured it will be something big on Tuesday in Putrajaya'
1.0,'@Hoyatic_Kay oh hahaha they post it once everyday.So,don\'t worry they\'ll post Hoya\'s pict tomorrow ~'
-1.0,'Madison don\'t wipe your black lines off !! \"It\'s like Ash Wednesday, you don\'t wipe that shit off.\"'
-1.0,'Dana gets two false starts called on them trying to punt, 3rd one gets returned to their 18. Laguna Hills scores with 30 sec left, up 31-27'
1.0,'I need to go find some sweets, then I\'m outttt. Another 12 hour day of Marching Band tomorrow #NeverGetsOld'
-1.0,'I gotta pee like a Russian race horse at the Kentucky Derby on Saturday with a truck behind it'
1.0,'NOVEMBER SUPER TOUR: Nov 10-11: Rockwell Ten; Nov 9, 16, 23: ABS-CBN Friday Market. Meet Super Tuyo and Friends! See you! :-)'
1.0,'@jbmclendon And the same station that will air new episodes of COUGAR TOWN in January! @tbsveryfunny has been good to us, Jordan. #PennyCan'
1.0,'Safe and sound at Narita airport! Feels good to be back at the land of rising sun'
-1.0,'@imjustanerd We may not win Academy Awards, but we will be the freaking People\'s Choice dammit!!!'
-1.0,'Brrrr that was a shock this am! +2C windy so feels chilly but some sun :) We are colder than Siberia so the tabs... http://t.co/av4kWLrx'
1.0,'@crixacus @EllenHollman @stevendeknight Keep yr eyes open for Incursion. It may not be Spartacus, but it\'s going to be out of this world :-)'
1.0,'@APGPhoto oooh nice .. Tis tempting to go up the lakes with my Nikon ... \nHmmmm I may do that ..'
1.0,'How cool. Movies under the stars at Adelaide Oval... if I was in SA tomorrow night I would be ALL OVER this: http://t.co/wr4Ez9xS'
-1.0,'Worse thing about Saturday morning TV! The omelette challenge - pointless and annoying TV, even James Martin looks bored!'
1.0,'Watching Sat morning TV, I would love James Martin to cook me breakfast, even though I\'m from Lancashire &amp; he\'s a yorkie, I still would:-)!'
-1.0,'Police fear ivan Leach, also known as Lee Cyrus carried out a very serious sexual assault in Tayside, Scotland, since he absconded on Oct 9'
1.0,'Real test for #Bayern this weekend against the in form Bayer Leverkusen. A win at home on Sunday will go a long way towards a 15 win streak.'
-1.0,'Off to #StolenSpaceLND to see the Shepard Fairey show I didn\'t get to see last Friday...'
-1.0,'I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.'
-1.0,'Navi rabbit in for spay on Tues and she\'s just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :('
1.0,'#NowWatching ~ Silent House. Guess I\'m in love w/ Elizabeth Olsen. Gotta find \'Martha Marcy May Marlene\'. Heard that she\'s really good there'
1.0,'How badly I miss Andy Carroll. Knowing that the derby game is tomorrow, he always played very well and scored against blue noses.'
1.0,'A great read with your Saturday morning coffee. I\'m voting for a pres working on social justice, tolerance, &amp; equality. http://t.co/9I5o8L8s'
-1.0,'Simon Crean still can\'t support the way Kevin Rudd was spilled from the role of PM - Herald Sun http://t.co/Ing9XseA'
1.0,'For the 2nd weekend in a row Norwich City get a lucky break. Still wouldn\'t be surprised if Villa win but Norwich got to get something now'
-1.0,'Seriously bummed that #perksofbeingawallflower isn\'t playing at any of the bases here on Okinawa...may fly home just to see it!'
-1.0,'ok.. going down to Melaka tomorrow morning, with two others.. visiting fren in ICU. :('
-1.0,'\"Did you see that Andy Carroll header? What technique!\" \"C\'mon! that\'s not technique. Technique is passing the ball 5 yards 50 times.\"'
1.0,'@fizzer18 nice one phil big nose on soccer sat telling everyone you said Mersey derby better than manc one\n\n#loadofbollocks'
1.0,'@HuntingLife\nThanks for the follow. You may need a super rope cinch for hunting. Ted Nugent loves it. Check out http://t.co/R1L15LGN.'
1.0,'Just got back home. Tired. Hopefully I can \'walkkkkkk\' for World Walking Day tomorrow. See you at Putrajaya :)'
1.0,'\"@PurpleEndorphin: I WANT TANG JUN FOR CHRISTMAS.\" I want him on Valentines as well!!!'
1.0,'Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.'
-1.0,'\"@Peter_Owen1: Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.\" Frustrated is the right one...'
-1.0,'well...i wanted to go to the black forest tomorrow and take pics of the leaves. now i\'ll have to take pics of the snow. #thanksweather'
1.0,'In rugby news, @BasRFC are winning 26-5 at Cobham, with the four-try bonus point in the bag. See The Monday Gazette for a full report.'
1.0,'@ariaclemente Wow! you\'re also a percy jackson fan! :-) The 4th book of Heroes of Olympus will be entitled \"House of Hades\" @camphalfblood'
1.0,'had a great weekend with the family. Went to the Ritz Carlton which is the BEST hotel EVER. Thanks mom I enjoyed myself. Sat by the band'
1.0,'Real good game here: Laguna Hills stuns Dana Hills with 4th quarter comeback (video) http://t.co/fzDLfnLt'
1.0,'Okay, okay...Saturday OT just became worth it...someone came with Porto\'s cheese rolls! YUM!'
1.0,'Tonight, I roast a chicken. Tomorrow, I make chicken soup. Love my job but wish I could cook for social justice.'
-1.0,'False start penalty, Garner moved early. Brings up 3rd and 16 from the Yale 47.'
1.0,'We get Garner 1st round. Got to beat the beat to be the best!! @ADHS_Football #ADN'
1.0,'World Walking Day in few more hours! See you guys at Putrajaya! I am gonna bring my camera along :) http://t.co/elgxvRe2 #fb'
1.0,'Interresting to read, except if you work for RIM or Microsoft (but it may change soon) : The Mobile Industry in Numbers http://t.co/VvALMyIk'
1.0,'Volunteering 4 the Obama campaign this AM! But I keep waitin 4 #Olivia to come in yelling \"Super Tuesday is coming people!\" @KerryWashington'
1.0,'#catherinebelll I watched good witch for the 1st time.  what a wonderful show.  I\'ve seen all ur JAG and Army Wives.  Ur fan  Ara'
1.0,'@StanCollymore Espanyol vs Barcelona on 27 September - 15 mins with Barca scoring a pen in the last minute to win'
1.0,'@Mike_Enotiades You can breathe a sigh of relief now the Queen of the Nerds is back. You\'ll have to look out at SJP tomorrow too :)'
-1.0,'@rattlecans the mere mention of Catholics makes my blood rise - and I was raised catholic. Rejected somewhere around 5th grade.'
1.0,'Listening Bear McCreary Battlestar Galactica\' OST makes me wanna see this amazing tvshow again. One day I\'ll see it for the 4th time :P #bsg'
1.0,'Afterwork social @2552 S. King Dr. from 4-9 saturday.  steppin,food, drinks.  5 days work and sixth day for relaxation.'
1.0,'I\'ll be doing the Senior Bowl fun run with my niece next Saturday'
1.0,'#Trayvon My daily tweet (10-27) in memory of Trayvon Martin - killed 245 days ago ~May you Rest in Peace~ (We must never forget you.)'
1.0,'YES we have the NUFC vs West Brom LIVE on our tv\'s\nNewcastle United are back at ST JAMES PARK for the 1st time in... http://t.co/q2GjHsSI'
1.0,'@lilyeliza1 Bruce Willis, Bill Murray and Ed Norton all in the same film. I may faint.'
1.0,'Congrats to DJ\'s 3rd grade team going to the Superbowl! I\'ll be there cheering.'
1.0,'Monarchs II 2 v 1 Madras goals from @kendo_22 and Capt. Teare in the 2nd half gave the second team another great win #midland #hockey #fig'
-1.0,'Alright, if my daughter keeps singing Avril just to annoy me, I may be forced to retaliate.'
-1.0,'Watched The Vow for the 5th time and I\'m still tearing. What\'s wrong with this movie. It\'s tooo... omg i can\'t even.'
1.0,'Heading to Putrajaya, may Allah bless along the way!'
1.0,'Big day tomorrow! All sandy is gonna do is give us a half as BJ! EASTBOUND on stage at BIG FISH SHTICK 2:30pm. Then ZOMBIE BAR CRAWL!'
1.0,'Wise words of Kristin Chenoweth: knowing when to leave may be the smartest thing you\'ll ever learn'
1.0,'@rkhooks thanks Rachel. Will give it a try!\nLoving the book &amp; the Saturday Kitchen repeats... #littlepariskitchen #Lyon'
-1.0,'@iJustinAriana aww :/ im pissed cause i cant download Unbroken on youtube anymore sigh, and im also going to the cinema tomorrow :D'
1.0,'I am happy to be single but I would love to receive a valentines card on the 14th. It has to be from someone amazing- @justinbieber for eg!'
1.0,'@lukeymoore Good luck tomorrow! I did it once. Big David James and Harry Redknapp started the race. They wore bomber jackets...'
-1.0,'@KRuddMP listed as star attraction for Aust-China event today. Rudd\'s office say he never committed, PR in charge says he cancelled Friday.'
1.0,'Muse on Jonathan Ross  brilliant.        We have some exciting news about Muse to announce Monday  from Gotham Records'
1.0,'@muse, @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny'
1.0,'the fact that we are going to be Sophia grace and rosie at the studio on tuesday makes me soo happy! @cristinarotondo #accents #cuties'
1.0,'@netanyahu Dear Mr. Netanyahu if a new \"Cast Lead\"might be needed I wish you success and total victory, may the enemies of Israel perish.'
1.0,'If you\'re ever having a bad day watch Too Cute on Animal Planet. It\'s all about the 1st few weeks 4 baby animals, mostly puppies &amp; kittens.'
1.0,'1st Gonzaga game of the year!!! #gozags'
1.0,'Saw Margaret Cho tonight at Leicester Square Theatre. Brilliant woman, intuitive, insightful, sexy. She\'s here til 31st u must go!!'
-1.0,'http://t.co/MVcHYgAE  Visit to #Iran by five Euro MPs was called off Sat after Tehran refused to let them meet with a jailed activist'
1.0,'@Boro 3rd in table and look good a great performance today. Lets drag that to the Mackems on Tuesday! #UTB'
-1.0,'Strange Sunday Graham Richardson defending Gillard. Stating the PM did NOT plot against Rudd (as he says \"&amp; I should know\") #auspol'
1.0,'The Notebook may be one of the greatest movies created of all time&lt;3'
1.0,'\"May your life one day be as awesome as you pretend it is on Facebook\"- Will Ferrell'
1.0,'MICCA Tomorrow. My support for the Marching Band is ridiculous. #needstostop #butilovethemsomuch #Itssoearly #EyesWithPride #maybenextyear'
-1.0,'@LiterallyFedUp  4 dead Americans in #Benghazi apparently are a lesser tragedy than death of Trayvon Martin may he RIP.'
